,Temp. Ins. (C),Umi. Ins. (%),Vel. Vento (m/s),Raj. Vento (m/s),Chuva (mm),num_ocorrencias
30533,13.1,100.0,0.5,0.2,0.0,0.0
30534,13.0,100.0,1.1,0.3,0.0,1.0
30535,13.2,100.0,0.9,0.2,0.0,0.0
30536,13.9,96.0,0.9,0.3,0.2,1.0
30537,16.9,78.0,2.2,0.8,0.0,0.0
30538,19.4,68.0,4.5,2.0,0.0,0.0
30539,21.1,59.0,4.6,1.4,0.0,0.0
30540,23.2,47.0,3.6,1.6,0.0,1.0
30541,24.6,41.0,3.7,1.8,0.0,0.0
30542,25.5,35.0,4.6,1.3,0.0,1.0
30543,25.1,33.0,4.9,1.9,0.0,0.0
30544,26.7,30.0,3.4,1.1,0.0,1.0
30545,22.5,62.0,7.0,2.8,0.0,1.0
30546,19.7,79.0,7.1,2.1,0.0,0.0
30547,18.0,88.0,5.4,2.5,0.0,0.0
30548,17.1,92.0,4.6,1.6,0.0,0.0
30549,16.5,98.0,4.1,1.5,0.0,0.0
30550,15.9,100.0,2.6,1.4,0.0,0.0
30551,15.3,100.0,2.3,0.5,0.0,0.0
30552,14.6,100.0,1.1,0.4,0.0,0.0
30553,14.5,100.0,1.7,0.7,0.0,0.0
30554,14.3,100.0,1.8,0.9,0.0,0.0
30555,13.9,100.0,2.7,1.3,0.0,0.0
30556,14.1,100.0,3.4,1.7,0.0,0.0
30557,13.9,100.0,3.4,1.0,0.0,0.0
30558,13.4,100.0,2.0,0.4,0.0,1.0
30559,13.5,100.0,2.1,0.8,0.0,1.0
30560,12.9,100.0,1.3,0.3,0.0,0.0
30561,13.5,100.0,2.3,1.4,0.0,1.0
30562,14.2,100.0,4.4,2.4,0.0,0.0
30563,16.6,95.0,6.0,3.0,0.2,0.0
30564,18.0,86.0,6.6,3.2,0.0,1.0
30565,18.7,81.0,7.0,3.5,0.0,0.0
30566,19.1,77.0,6.7,3.3,0.0,0.0
30567,18.8,80.0,7.0,3.3,0.0,1.0
30568,18.6,82.0,6.6,3.3,0.0,0.0
30569,17.8,87.0,7.6,2.8,0.0,0.0
30570,16.6,89.0,8.9,3.0,0.0,1.0
30571,15.9,92.0,6.7,2.9,0.0,0.0
30572,16.1,89.0,5.7,2.2,0.0,0.0
30573,16.1,94.0,5.4,2.2,0.0,0.0
30574,15.9,98.0,5.0,1.5,0.0,0.0
30575,15.7,100.0,4.4,1.3,0.0,0.0
30576,15.6,100.0,4.1,1.5,0.0,0.0
30577,15.6,93.0,4.1,2.0,0.0,0.0
30578,15.5,93.0,3.9,2.0,0.0,0.0
30579,14.9,95.0,3.9,1.3,0.0,0.0
30580,14.1,100.0,2.7,0.9,0.0,0.0
30581,13.7,100.0,3.0,1.2,0.0,1.0
30582,13.7,100.0,2.7,1.3,0.0,2.0
30583,14.1,100.0,2.2,0.8,0.0,1.0
30584,14.3,100.0,4.1,1.6,0.0,0.0
30585,15.5,94.0,4.1,1.5,0.0,0.0
30586,16.7,85.0,4.9,2.2,0.0,1.0
30587,18.2,77.0,5.0,2.1,0.0,0.0
30588,19.7,70.0,4.8,2.1,0.0,1.0
30589,20.4,63.0,4.8,2.0,0.0,0.0
30590,22.0,56.0,3.4,2.0,0.0,1.0
30591,22.3,55.0,4.0,1.8,0.0,0.0
30592,22.6,56.0,3.4,1.6,0.0,0.0
30593,21.8,69.0,6.5,2.5,0.0,0.0
30594,18.4,94.0,6.9,3.4,0.0,0.0
30595,17.0,100.0,5.5,1.6,0.0,0.0
30596,16.6,100.0,3.2,1.3,0.0,0.0
30597,16.4,100.0,4.2,1.6,0.0,0.0
30598,16.3,100.0,4.0,1.0,0.0,0.0
30599,15.6,100.0,1.8,0.3,0.0,0.0
30600,15.4,100.0,2.3,0.3,0.0,0.0
30601,15.3,100.0,1.3,0.7,0.0,0.0
30602,15.4,100.0,1.6,1.0,0.0,0.0
30603,15.0,100.0,1.7,0.7,0.0,0.0
30604,14.8,100.0,1.6,0.8,0.0,0.0
30605,14.5,100.0,1.6,0.9,0.0,0.0
30606,14.5,100.0,1.7,1.1,0.0,0.0
30607,14.1,100.0,1.6,0.9,0.0,0.0
30608,14.3,100.0,1.5,0.9,0.0,2.0
30609,15.4,100.0,2.2,0.8,0.0,0.0
30610,18.1,73.0,5.1,2.6,0.0,2.0
30611,21.4,48.0,7.3,3.5,0.0,0.0
30612,24.9,36.0,7.5,4.2,0.0,0.0
30613,26.7,30.0,8.3,3.7,0.0,0.0
30614,26.5,29.0,12.6,5.0,0.0,0.0
30615,26.5,29.0,12.6,5.2,0.0,0.0
30616,26.5,29.0,11.2,3.7,0.0,1.0
30617,25.1,31.0,10.2,3.1,0.0,1.0
30618,23.8,34.0,9.4,2.8,0.0,0.0
30619,22.6,38.0,6.1,2.0,0.0,0.0
30620,21.4,42.0,5.1,2.0,0.0,0.0
30621,20.6,44.0,4.9,1.7,0.0,0.0
30622,19.6,49.0,3.3,1.5,0.0,0.0
30623,19.4,50.0,3.4,1.7,0.0,0.0
30624,19.4,50.0,4.7,2.3,0.0,0.0
30625,18.8,52.0,4.7,2.2,0.0,0.0
30626,18.1,56.0,4.0,1.6,0.0,0.0
30627,18.6,53.0,4.6,2.3,0.0,0.0
30628,17.7,57.0,5.8,1.8,0.0,0.0
30629,17.2,59.0,3.9,1.4,0.0,1.0
30630,17.3,58.0,4.3,1.0,0.0,1.0
30631,17.8,59.0,6.1,2.5,0.0,1.0
30632,16.4,90.0,7.9,3.7,0.0,1.0
30633,17.8,70.0,7.5,3.2,0.0,2.0
30634,17.0,65.0,6.9,2.3,0.0,3.0
30635,17.1,67.0,5.3,1.3,0.0,0.0
30636,14.9,94.0,5.6,1.6,2.2,1.0
30637,14.7,100.0,8.8,3.9,3.8,0.0
30638,15.8,92.0,8.8,2.6,0.2,0.0
30639,14.7,95.0,9.5,2.9,0.0,2.0
30640,15.5,84.0,9.5,1.6,0.0,1.0
30641,16.1,81.0,4.6,1.0,0.0,1.0
30642,14.0,91.0,2.4,0.7,0.0,0.0
30643,13.2,100.0,2.1,1.1,0.0,0.0
30644,12.3,100.0,6.2,3.3,0.0,0.0
30645,11.8,100.0,6.2,0.7,0.0,0.0
30646,11.2,100.0,1.5,0.7,0.0,0.0
30647,11.4,100.0,1.5,0.2,0.0,1.0
30648,10.9,100.0,1.3,0.6,0.0,0.0
30649,10.8,100.0,3.0,1.5,0.0,0.0
30650,10.2,100.0,3.4,1.5,0.0,0.0
30651,10.5,100.0,3.3,1.2,0.0,2.0
30652,10.4,100.0,3.8,0.4,0.2,0.0
30653,9.9,100.0,3.2,0.7,0.0,1.0
30654,10.2,100.0,3.9,1.0,0.0,0.0
30655,9.6,100.0,3.8,0.7,0.0,1.0
30656,10.9,100.0,2.7,1.4,0.0,0.0
30657,12.6,85.0,5.0,2.9,0.0,1.0
30658,12.9,81.0,7.4,3.1,0.0,0.0
30659,13.4,66.0,6.4,2.4,0.0,1.0
30660,14.3,63.0,6.2,3.4,0.0,1.0
30661,14.6,64.0,7.0,2.4,0.0,1.0
30662,15.7,61.0,6.5,2.8,0.0,0.0
30663,15.6,58.0,6.9,2.5,0.0,0.0
30664,14.6,71.0,6.8,2.4,0.0,1.0
30665,13.8,75.0,5.3,2.6,0.0,1.0
30666,12.3,87.0,5.4,2.2,0.0,0.0
30667,11.6,97.0,5.7,2.5,0.0,0.0
30668,11.4,97.0,5.0,1.9,0.0,0.0
30669,11.4,98.0,5.2,2.0,0.0,0.0
30670,11.6,94.0,5.3,2.6,0.0,0.0
30671,11.6,92.0,4.9,2.0,0.0,0.0
30672,11.5,91.0,5.4,2.3,0.0,0.0
30673,11.3,87.0,5.1,1.6,0.0,0.0
30674,11.4,90.0,4.7,1.2,0.0,0.0
30675,11.4,88.0,5.1,2.1,0.0,0.0
30676,11.5,86.0,6.0,1.9,0.0,1.0
30677,11.6,84.0,6.1,2.2,0.0,0.0
30678,11.3,86.0,6.1,1.9,0.0,2.0
30679,11.4,84.0,6.6,1.5,0.0,0.0
30680,11.9,79.0,5.5,1.8,0.0,0.0
30681,13.0,73.0,6.3,2.6,0.0,0.0
30682,15.2,66.0,6.3,1.7,0.0,1.0
30683,16.2,62.0,5.0,2.0,0.0,2.0
30684,16.9,58.0,4.6,2.2,0.0,0.0
30685,18.0,55.0,4.6,1.9,0.0,0.0
30686,19.1,53.0,4.3,1.9,0.0,0.0
30687,19.2,52.0,3.9,1.9,0.0,1.0
30688,18.6,55.0,5.0,2.7,0.0,1.0
30689,15.6,78.0,7.7,3.0,0.0,0.0
30690,13.4,91.0,7.7,3.2,0.0,0.0
30691,12.7,99.0,5.9,2.5,0.0,0.0
30692,12.7,100.0,4.7,2.0,0.0,0.0
30693,12.6,100.0,3.9,1.7,0.0,0.0
30694,12.5,100.0,3.4,1.1,0.0,0.0
30695,11.9,100.0,2.1,0.7,0.0,0.0
30696,12.0,100.0,2.0,0.5,0.0,0.0
30697,11.7,100.0,1.7,0.8,0.0,0.0
30698,12.1,100.0,2.5,0.5,0.0,0.0
30699,11.4,100.0,2.0,0.2,0.0,0.0
30700,11.1,100.0,1.9,1.1,0.0,0.0
30701,11.9,100.0,4.7,1.8,0.0,0.0
30702,12.4,100.0,4.3,1.1,0.0,0.0
30703,12.3,100.0,3.7,1.2,0.0,1.0
30704,12.7,100.0,3.3,1.7,0.0,0.0
30705,14.0,100.0,4.3,1.5,0.0,1.0
30706,16.9,79.0,4.3,1.8,0.0,1.0
30707,19.5,66.0,4.2,1.9,0.0,0.0
30708,22.5,56.0,4.9,1.4,0.0,0.0
30709,25.2,37.0,5.2,2.2,0.0,0.0
30710,26.8,26.0,7.8,2.2,0.0,1.0
30711,26.4,29.0,7.1,2.2,0.0,0.0
30712,21.5,58.0,6.5,2.5,0.0,4.0
30713,20.0,59.0,7.8,2.0,0.0,0.0
30714,18.4,81.0,5.1,1.6,0.0,1.0
30715,16.7,95.0,3.5,1.2,0.0,0.0
30716,16.0,100.0,2.0,0.2,0.0,1.0
30717,15.3,100.0,1.2,0.6,0.0,0.0
30718,15.8,100.0,1.2,0.5,0.0,0.0
30719,15.5,95.0,1.3,0.6,0.0,0.0
30720,14.3,100.0,1.1,0.5,0.0,0.0
30721,14.0,100.0,1.0,0.3,0.0,0.0
30722,13.6,100.0,0.9,0.6,0.0,0.0
30723,13.3,100.0,1.4,0.9,0.0,0.0
30724,12.9,100.0,3.0,0.3,0.2,0.0
30725,12.8,100.0,1.5,0.5,0.0,0.0
30726,12.5,100.0,1.3,0.8,0.0,0.0
30727,12.1,100.0,1.4,1.0,0.0,0.0
30728,15.2,100.0,1.4,0.4,0.0,1.0
30729,17.3,79.0,2.0,1.0,0.0,0.0
30730,20.9,64.0,2.8,0.9,0.0,1.0
30731,23.2,43.0,2.7,1.1,0.0,0.0
30732,23.6,36.0,4.2,2.1,0.0,0.0
30733,24.5,32.0,4.3,2.3,0.0,0.0
30734,24.1,39.0,4.9,2.3,0.0,0.0
30735,24.1,38.0,4.7,2.0,0.0,5.0
30736,23.2,40.0,5.1,2.6,0.0,1.0
30737,21.3,59.0,5.3,2.4,0.0,3.0
30738,19.3,58.0,4.3,1.4,0.0,0.0
30739,17.9,72.0,3.5,1.1,0.0,0.0
30740,16.2,92.0,3.7,2.1,0.0,0.0
30741,15.0,100.0,6.1,2.1,0.0,0.0
30742,14.1,100.0,3.9,0.9,0.0,0.0
30743,13.7,100.0,2.0,0.6,0.0,0.0
30744,13.5,100.0,1.0,0.6,0.0,0.0
30745,13.3,100.0,1.3,0.9,0.0,0.0
30746,12.8,100.0,1.5,0.7,0.0,0.0
30747,12.9,100.0,3.4,1.9,0.0,0.0
30748,12.7,100.0,3.7,2.2,0.0,0.0
30749,13.3,100.0,3.5,2.0,0.2,0.0
30750,13.6,100.0,4.0,1.9,0.0,0.0
30751,13.6,100.0,3.8,1.5,0.0,0.0
30752,14.3,100.0,3.0,1.9,0.0,0.0
30753,15.3,95.0,5.3,2.8,0.0,0.0
30754,17.0,84.0,5.3,3.1,0.0,0.0
30755,18.0,78.0,6.5,2.9,0.0,0.0
30756,19.5,67.0,6.0,2.4,0.0,0.0
30757,21.0,59.0,5.2,2.8,0.0,1.0
30758,21.3,55.0,5.9,3.4,0.0,0.0
30759,20.7,65.0,7.6,3.5,0.0,1.0
30760,19.3,74.0,7.3,3.8,0.0,0.0
30761,17.6,87.0,7.6,3.8,0.0,0.0
30762,16.2,96.0,6.0,2.4,0.0,0.0
30763,15.7,100.0,5.0,2.3,0.0,0.0
30764,15.4,100.0,5.0,2.1,0.0,0.0
30765,15.0,100.0,4.3,1.0,0.0,0.0
30766,14.2,100.0,2.5,0.6,0.0,0.0
30767,14.0,100.0,0.9,0.5,0.0,0.0
30768,14.2,100.0,0.8,0.4,0.0,0.0
30769,14.0,100.0,1.2,0.8,0.0,0.0
30770,14.9,100.0,3.2,1.4,0.0,0.0
30771,14.9,99.0,3.4,1.4,0.0,0.0
30772,15.3,99.0,4.2,1.4,0.2,0.0
30773,15.0,100.0,4.1,1.5,0.0,0.0
30774,14.6,100.0,3.5,1.3,0.0,1.0
30775,14.1,100.0,3.7,1.2,0.0,0.0
30776,15.5,100.0,3.2,0.7,0.0,1.0
30777,17.2,88.0,3.9,1.5,0.0,0.0
30778,20.4,70.0,3.2,1.1,0.0,0.0
30779,24.0,48.0,4.8,2.0,0.0,1.0
30780,25.6,36.0,7.3,3.4,0.0,1.0
30781,27.4,28.0,8.2,4.3,0.0,2.0
30782,27.8,28.0,9.1,4.6,0.0,0.0
30783,28.9,24.0,9.3,4.3,0.0,1.0
30784,28.2,25.0,9.6,3.8,0.0,2.0
30785,27.3,26.0,8.5,2.8,0.0,0.0
30786,24.5,33.0,6.6,1.2,0.0,0.0
30787,23.0,37.0,4.2,1.3,0.0,1.0
30788,22.3,40.0,2.9,1.1,0.0,1.0
30789,21.2,45.0,2.4,1.0,0.0,0.0
30790,21.0,44.0,3.0,1.2,0.0,0.0
30791,21.1,43.0,4.0,1.9,0.0,0.0
30792,20.7,44.0,4.0,1.7,0.0,0.0
30793,20.4,44.0,4.5,1.7,0.0,0.0
30794,20.2,44.0,4.0,1.1,0.0,0.0
30795,19.4,47.0,3.3,1.2,0.0,0.0
30796,18.7,50.0,3.9,1.2,0.0,1.0
30797,18.7,51.0,3.4,1.6,0.0,0.0
30798,18.1,57.0,3.4,1.7,0.0,0.0
30799,18.4,55.0,3.8,2.1,0.0,0.0
30800,20.1,48.0,3.9,2.3,0.0,0.0
30801,22.2,41.0,6.0,3.3,0.0,1.0
30802,24.8,34.0,6.1,3.2,0.0,1.0
30803,24.2,39.0,7.3,1.2,0.0,0.0
30804,21.7,67.0,6.6,3.5,0.0,7.0
30805,20.3,71.0,8.5,2.9,0.0,0.0
30806,18.5,73.0,7.5,3.0,0.0,0.0
30807,15.9,99.0,8.1,3.2,0.0,0.0
30808,14.8,100.0,9.0,2.0,5.2,0.0
30809,14.5,100.0,8.3,4.5,0.8,0.0
30810,14.0,100.0,8.3,2.1,0.4,0.0
30811,14.1,100.0,7.4,3.1,0.2,0.0
30812,13.5,96.0,8.4,3.4,0.0,1.0
30813,13.7,100.0,6.6,1.7,0.0,0.0
30814,13.3,97.0,5.0,1.8,0.0,0.0
30815,13.4,100.0,4.1,1.6,0.0,0.0
30816,13.6,96.0,5.7,1.9,0.0,0.0
30817,13.3,100.0,5.0,2.3,0.0,0.0
30818,13.6,100.0,4.6,2.2,0.0,0.0
30819,13.7,100.0,4.8,2.1,0.0,0.0
30820,13.6,100.0,6.0,2.5,0.0,0.0
30821,13.4,100.0,5.9,2.2,0.0,0.0
30822,13.3,100.0,5.5,3.0,0.0,0.0
30823,13.1,92.0,6.6,3.0,0.0,0.0
30824,13.4,98.0,7.3,3.4,0.0,1.0
30825,14.1,94.0,7.3,4.0,0.0,0.0
30826,14.0,100.0,6.8,2.8,0.0,1.0
30827,14.8,95.0,7.1,2.6,0.0,0.0
30828,15.3,94.0,6.5,2.6,0.0,0.0
30829,14.6,100.0,5.6,2.6,0.0,0.0
30830,14.7,100.0,6.0,2.6,0.0,1.0
30831,14.0,100.0,6.3,3.0,0.0,1.0
30832,14.1,100.0,7.1,3.5,0.0,0.0
30833,14.1,100.0,6.9,2.9,0.0,0.0
30834,13.9,100.0,7.4,3.3,0.0,0.0
30835,14.0,100.0,7.4,3.2,0.0,1.0
30836,14.2,100.0,7.3,3.3,0.0,1.0
30837,14.2,100.0,7.8,3.3,0.2,0.0
30838,14.4,100.0,7.8,3.4,0.0,0.0
30839,14.7,100.0,7.0,2.7,0.0,0.0
30840,14.6,100.0,6.3,2.2,0.0,0.0
30841,14.7,100.0,3.9,1.4,0.0,0.0
30842,14.9,100.0,3.2,1.4,0.0,0.0
30843,15.1,100.0,3.2,1.1,0.0,0.0
30844,15.6,100.0,5.6,1.5,0.0,1.0
30845,15.9,100.0,5.6,1.0,0.0,0.0
30846,15.1,100.0,4.0,2.3,0.0,0.0
30847,15.1,100.0,4.0,1.9,0.0,0.0
30848,15.1,100.0,5.1,2.0,0.0,2.0
30849,15.4,100.0,4.6,2.3,0.0,0.0
30850,16.0,100.0,6.4,2.4,0.0,0.0
30851,16.4,100.0,6.2,1.8,0.0,1.0
30852,16.3,100.0,5.8,2.1,0.0,0.0
30853,16.7,100.0,5.2,1.5,0.0,0.0
30854,17.7,95.0,3.3,1.2,0.0,1.0
30855,18.4,90.0,3.0,0.9,0.0,0.0
30856,18.9,84.0,3.1,0.9,0.0,0.0
30857,18.4,86.0,1.8,0.8,0.0,0.0
30858,17.5,93.0,1.7,0.5,0.0,2.0
30859,17.1,96.0,1.8,0.9,0.0,2.0
30860,16.8,100.0,3.3,0.4,0.4,0.0
30861,16.0,100.0,1.4,0.6,1.4,0.0
30862,15.9,100.0,2.8,1.1,0.2,0.0
30863,15.9,97.0,3.5,0.9,0.4,0.0
30864,15.4,100.0,2.8,1.1,0.4,0.0
30865,15.4,100.0,3.0,1.1,1.2,0.0
30866,15.5,100.0,4.3,1.4,2.4,1.0
30867,15.4,100.0,3.4,0.7,1.6,0.0
30868,15.6,100.0,3.7,1.6,2.0,1.0
30869,15.2,100.0,4.9,1.7,1.4,1.0
30870,15.1,100.0,4.1,1.0,2.0,2.0
30871,15.4,100.0,3.6,1.2,0.2,0.0
30872,15.8,100.0,7.0,1.4,0.2,0.0
30873,16.6,100.0,5.6,1.1,0.0,0.0
30874,17.0,100.0,4.8,2.1,0.2,0.0
30875,18.2,91.0,6.6,3.3,0.0,0.0
30876,19.7,83.0,7.6,3.9,0.0,0.0
30877,20.1,76.0,8.3,3.6,0.0,1.0
30878,20.7,77.0,7.7,3.0,0.0,0.0
30879,20.5,77.0,6.6,2.0,0.0,0.0
30880,20.3,78.0,4.9,1.1,0.0,0.0
30881,19.7,82.0,3.8,0.7,0.0,1.0
30882,16.2,100.0,6.8,2.9,0.0,0.0
30883,16.0,100.0,6.5,2.3,0.0,0.0
30884,16.0,100.0,5.1,1.9,0.0,0.0
30885,15.8,100.0,4.6,1.7,0.0,0.0
30886,15.6,100.0,5.1,2.4,0.0,0.0
30887,15.5,100.0,5.5,1.7,0.0,0.0
30888,15.5,100.0,5.2,1.9,0.0,0.0
30889,14.4,100.0,5.2,2.7,0.0,0.0
30890,14.4,100.0,4.9,1.4,0.2,0.0
30891,14.6,100.0,3.7,2.1,0.0,0.0
30892,14.6,100.0,3.9,1.2,0.0,0.0
30893,14.7,100.0,3.8,1.2,0.0,1.0
30894,14.8,100.0,3.4,1.7,0.0,0.0
30895,15.0,100.0,3.7,1.0,0.0,0.0
30896,15.5,100.0,2.5,1.0,0.0,0.0
30897,15.8,100.0,3.2,1.7,0.0,1.0
30898,15.7,100.0,4.2,1.8,0.0,2.0
30899,15.7,100.0,4.2,1.8,0.0,2.0
30900,15.7,100.0,4.3,2.3,0.0,1.0
30901,16.3,100.0,4.5,2.5,0.0,0.0
30902,17.4,96.0,4.5,2.1,0.0,0.0
30903,16.6,100.0,4.4,2.3,0.0,0.0
30904,16.5,100.0,4.6,1.6,0.0,0.0
30905,16.2,100.0,3.2,1.5,0.0,0.0
30906,16.2,100.0,3.1,1.5,0.0,6.0
30907,16.1,100.0,3.1,1.0,0.0,0.0
30908,16.0,100.0,1.7,0.5,0.6,0.0
30909,15.8,100.0,1.0,0.3,0.4,0.0
30910,16.0,100.0,2.1,0.3,0.2,0.0
30911,16.2,100.0,1.5,0.2,0.2,0.0
30912,16.3,100.0,1.8,0.2,1.0,0.0
30913,16.5,100.0,2.3,1.1,1.2,0.0
30914,16.2,100.0,3.1,1.4,2.6,0.0
30915,16.3,100.0,5.5,2.0,0.2,0.0
30916,16.5,100.0,5.5,2.4,0.2,1.0
30917,16.6,100.0,6.2,2.2,0.0,1.0
30918,16.4,100.0,7.6,3.4,0.0,3.0
30919,16.2,100.0,8.8,3.5,0.0,0.0
30920,14.0,95.0,12.4,4.4,0.4,1.0
30921,14.0,92.0,10.4,4.3,0.0,1.0
30922,14.8,81.0,11.5,5.1,0.0,3.0
30923,15.4,67.0,12.3,5.9,0.0,3.0
30924,16.6,60.0,14.9,5.6,0.0,6.0
30925,15.9,48.0,16.3,7.2,0.0,12.0
30926,16.8,39.0,15.8,6.0,0.0,5.0
30927,16.9,36.0,19.8,6.7,0.0,4.0
30928,16.5,35.0,17.9,8.0,0.0,1.0
30929,15.2,36.0,18.3,6.0,0.0,2.0
30930,14.0,49.0,17.4,6.5,0.0,1.0
30931,12.2,70.0,16.7,5.4,0.0,0.0
30932,11.7,79.0,13.4,3.0,0.0,3.0
30933,11.3,87.0,9.4,2.9,0.0,0.0
30934,10.8,100.0,8.1,2.4,0.0,0.0
30935,11.1,100.0,7.0,2.1,0.2,0.0
30936,11.1,100.0,6.0,1.5,0.2,0.0
30937,11.1,100.0,5.7,1.8,0.2,0.0
30938,10.8,100.0,4.6,1.6,0.6,0.0
30939,10.6,100.0,5.0,1.6,0.0,0.0
30940,10.5,100.0,4.5,1.2,0.0,1.0
30941,10.4,100.0,4.6,1.3,0.2,1.0
30942,10.3,100.0,4.5,1.8,0.2,3.0
30943,10.5,100.0,6.5,2.2,0.2,1.0
30944,11.6,100.0,5.8,1.8,0.0,3.0
30945,12.7,90.0,7.8,3.3,0.0,1.0
30946,13.0,91.0,8.4,3.5,0.0,0.0
30947,12.9,93.0,8.4,3.7,0.0,2.0
30948,13.7,98.0,8.3,2.7,0.8,2.0
30949,12.9,100.0,6.8,2.3,0.6,1.0
30950,14.6,74.0,7.6,3.8,0.0,1.0
30951,15.1,73.0,7.8,3.5,0.0,0.0
30952,14.2,82.0,8.9,4.2,0.0,1.0
30953,13.4,93.0,7.5,2.4,0.0,1.0
30954,12.5,100.0,7.3,2.6,0.6,0.0
30955,12.3,100.0,6.6,2.6,0.0,0.0
30956,12.4,100.0,7.2,3.3,0.0,0.0
30957,12.3,100.0,5.9,2.4,0.0,1.0
30958,12.6,100.0,5.8,2.3,0.2,0.0
30959,12.4,100.0,4.9,1.0,0.2,0.0
30960,12.8,100.0,4.1,1.7,0.2,0.0
30961,12.6,100.0,4.8,1.3,0.2,0.0
30962,12.6,100.0,5.0,1.9,0.2,0.0
30963,12.5,100.0,6.8,3.2,0.4,1.0
30964,12.4,100.0,6.8,2.6,0.2,2.0
30965,12.3,100.0,6.3,2.2,0.0,1.0
30966,11.9,100.0,5.9,1.7,0.0,2.0
30967,11.7,100.0,4.7,1.0,0.0,0.0
30968,13.3,94.0,4.6,2.3,0.0,2.0
30969,14.6,83.0,5.2,2.2,0.0,0.0
30970,15.8,70.0,7.4,2.6,0.0,1.0
30971,17.1,60.0,6.6,2.4,0.0,0.0
30972,16.4,75.0,6.0,3.1,0.0,1.0
30973,17.0,73.0,7.9,2.4,0.0,0.0
30974,16.9,73.0,6.9,3.2,0.0,0.0
30975,17.1,74.0,8.4,4.2,0.0,1.0
30976,15.5,83.0,9.8,4.1,0.0,2.0
30977,14.8,89.0,7.8,3.5,0.2,0.0
30978,14.0,93.0,8.6,3.0,0.0,1.0
30979,13.9,94.0,6.8,2.9,0.0,0.0
30980,13.9,97.0,7.1,1.9,0.0,1.0
30981,13.9,93.0,6.0,2.4,0.0,0.0
30982,13.9,95.0,5.4,1.8,0.0,0.0
30983,13.3,100.0,4.0,1.6,0.0,0.0
30984,12.5,100.0,2.9,1.2,0.0,0.0
30985,12.6,99.0,4.8,1.3,0.0,0.0
30986,12.5,95.0,5.5,1.2,0.0,0.0
30987,12.5,95.0,7.1,2.2,0.0,0.0
30988,12.4,95.0,5.8,1.7,0.0,0.0
30989,12.2,96.0,6.9,1.5,0.0,1.0
30990,11.8,100.0,4.0,1.5,0.0,0.0
30991,12.2,98.0,4.4,1.2,0.0,3.0
30992,12.5,92.0,5.5,1.8,0.0,2.0
30993,14.4,83.0,5.6,2.5,0.0,1.0
30994,15.5,75.0,7.7,2.3,0.0,0.0
30995,17.2,65.0,5.4,1.4,0.0,0.0
30996,19.4,53.0,5.2,2.0,0.0,1.0
30997,21.1,45.0,5.2,1.7,0.0,3.0
30998,23.3,38.0,5.0,1.4,0.0,1.0
30999,24.2,34.0,4.6,2.3,0.0,2.0
31000,23.8,34.0,4.6,0.9,0.0,0.0
31001,19.0,76.0,6.4,3.5,0.0,0.0
31002,16.6,89.0,6.6,3.2,0.0,1.0
31003,15.4,96.0,6.1,2.5,0.0,0.0
31004,14.9,100.0,5.7,1.8,0.0,1.0
31005,13.9,100.0,3.7,0.6,0.0,0.0
31006,13.2,100.0,2.0,0.5,0.0,0.0
31007,13.2,100.0,1.2,0.5,0.0,1.0
31008,12.8,100.0,0.8,0.4,0.0,0.0
31009,13.0,100.0,0.8,0.3,0.0,0.0
31010,14.6,88.0,3.8,1.5,0.0,0.0
31011,14.8,83.0,4.4,1.6,0.0,0.0
31012,14.1,86.0,4.2,1.4,0.0,0.0
31013,13.2,95.0,2.9,0.9,0.0,1.0
31014,13.4,91.0,3.2,1.1,0.0,1.0
31015,13.3,90.0,3.4,1.0,0.0,0.0
31016,15.7,77.0,4.2,1.7,0.2,1.0
31017,17.5,65.0,4.8,1.7,0.0,0.0
31018,19.2,59.0,3.6,1.8,0.0,0.0
31019,21.5,50.0,4.4,1.7,0.0,0.0
31020,22.9,40.0,4.5,1.8,0.0,0.0
31021,24.3,35.0,4.9,1.2,0.0,1.0
31022,25.5,32.0,4.2,1.8,0.0,1.0
31023,25.8,27.0,3.9,1.5,0.0,1.0
31024,24.5,48.0,4.1,1.5,0.0,0.0
31025,21.3,72.0,6.0,2.2,0.0,1.0
31026,19.1,85.0,4.0,1.6,0.0,0.0
31027,17.9,93.0,2.7,0.9,0.0,0.0
31028,17.2,100.0,1.4,0.6,0.0,0.0
31029,17.9,84.0,1.1,0.2,0.0,0.0
31030,19.5,52.0,3.4,1.1,0.0,0.0
31031,19.6,47.0,7.4,1.8,0.0,0.0
31032,18.8,52.0,7.0,1.5,0.0,0.0
31033,18.0,54.0,6.5,1.7,0.0,0.0
31034,16.8,60.0,6.5,2.0,0.0,0.0
31035,16.1,63.0,5.5,1.9,0.0,0.0
31036,15.3,68.0,4.6,1.3,0.0,0.0
31037,15.3,67.0,3.7,1.5,0.0,0.0
31038,14.8,69.0,4.6,1.3,0.0,0.0
31039,14.7,71.0,4.5,1.1,0.0,0.0
31040,16.7,61.0,4.6,1.9,0.0,0.0
31041,19.1,52.0,5.0,1.7,0.0,0.0
31042,21.4,45.0,6.3,1.5,0.0,1.0
31043,23.0,41.0,5.0,1.8,0.0,0.0
31044,25.0,35.0,5.5,2.2,0.0,1.0
31045,26.6,29.0,7.0,1.7,0.0,0.0
31046,27.5,27.0,7.6,3.3,0.0,0.0
31047,27.7,25.0,7.6,3.9,0.0,2.0
31048,27.6,25.0,7.1,2.8,0.0,1.0
