,Temp. Ins. (C),Umi. Ins. (%),Vel. Vento (m/s),Raj. Vento (m/s),Chuva (mm),num_ocorrencias
31049,26.5,28.0,6.9,2.5,0.0,1.0
31050,23.8,33.0,5.9,1.6,0.0,0.0
31051,22.2,37.0,4.7,0.8,0.0,0.0
31052,22.4,37.0,2.5,1.1,0.0,0.0
31053,21.8,41.0,2.7,1.2,0.0,0.0
31054,21.0,43.0,4.0,1.2,0.0,0.0
31055,20.1,46.0,2.8,1.1,0.0,0.0
31056,19.6,47.0,2.5,1.1,0.0,0.0
31057,19.5,42.0,3.8,1.4,0.0,0.0
31058,18.6,44.0,3.6,1.3,0.0,0.0
31059,17.3,49.0,2.7,1.1,0.0,0.0
31060,17.9,47.0,3.9,1.5,0.0,0.0
31061,18.6,45.0,5.6,1.9,0.0,0.0
31062,18.0,44.0,5.2,1.5,0.0,0.0
31063,17.8,47.0,5.5,2.2,0.0,2.0
31064,19.3,44.0,6.9,1.8,0.0,0.0
31065,20.6,40.0,8.0,2.0,0.0,1.0
31066,22.6,35.0,5.3,2.1,0.0,0.0
31067,24.2,33.0,6.2,2.5,0.0,0.0
31068,25.6,31.0,6.6,1.8,0.0,3.0
31069,27.5,27.0,7.9,2.6,0.0,0.0
31070,27.9,26.0,9.9,3.5,0.0,0.0
31071,28.7,25.0,8.5,3.2,0.0,3.0
31072,27.1,31.0,6.9,2.5,0.0,0.0
31073,20.9,57.0,9.3,3.7,0.0,1.0
31074,19.4,66.0,8.0,3.8,0.0,0.0
31075,18.2,77.0,8.0,3.3,0.0,0.0
31076,17.7,79.0,7.4,2.7,0.0,0.0
31077,17.6,75.0,6.8,2.8,0.0,0.0
31078,17.1,78.0,8.6,3.1,0.0,1.0
31079,16.7,81.0,8.7,2.6,0.0,0.0
31080,16.2,90.0,6.4,1.9,0.0,0.0
31081,15.2,100.0,5.4,1.4,0.0,0.0
31082,15.4,95.0,3.5,1.4,0.0,0.0
31083,15.2,100.0,3.7,1.5,0.0,0.0
31084,15.2,100.0,3.8,1.8,0.0,0.0
31085,14.9,100.0,3.8,1.4,0.0,0.0
31086,14.5,100.0,3.3,0.9,0.0,2.0
31087,15.1,100.0,2.3,0.8,0.0,0.0
31088,15.9,96.0,2.4,0.5,0.0,1.0
31089,16.9,87.0,2.0,0.9,0.0,0.0
31090,18.9,72.0,5.7,1.7,0.0,0.0
31091,20.1,63.0,3.6,1.1,0.0,0.0
31092,21.6,57.0,2.8,1.3,0.0,0.0
31093,21.4,59.0,3.8,0.9,0.0,0.0
31094,20.7,75.0,2.7,0.7,0.0,0.0
31095,20.5,76.0,4.3,2.0,0.0,0.0
31096,20.4,68.0,6.3,2.2,0.0,0.0
31097,19.2,76.0,6.3,2.8,0.2,1.0
31098,18.0,86.0,6.7,2.6,0.0,0.0
31099,18.5,79.0,7.2,2.7,0.0,1.0
31100,18.6,78.0,7.2,3.3,0.0,1.0
31101,18.8,75.0,8.2,3.6,0.2,0.0
31102,18.5,75.0,7.3,2.7,0.0,0.0
31103,18.8,71.0,5.6,2.3,0.0,0.0
31104,18.9,69.0,4.7,2.2,0.0,0.0
31105,18.6,66.0,4.5,1.1,0.0,0.0
31106,17.7,76.0,3.6,1.4,0.0,0.0
31107,17.9,72.0,3.6,1.6,0.0,0.0
31108,18.1,77.0,5.0,1.9,0.0,0.0
31109,18.6,72.0,7.5,2.3,0.0,1.0
31110,18.5,68.0,6.1,1.2,0.0,2.0
31111,18.1,69.0,3.5,1.1,0.0,1.0
31112,18.4,70.0,3.1,1.7,0.0,1.0
31113,23.1,40.0,8.4,3.6,0.0,0.0
31114,23.3,39.0,9.5,4.2,0.0,1.0
31115,23.3,43.0,8.9,2.7,0.0,1.0
31116,25.4,35.0,6.4,2.8,0.0,1.0
31117,25.6,33.0,8.9,3.0,0.0,0.0
31118,26.1,29.0,10.4,3.7,0.0,0.0
31119,27.0,28.0,11.1,4.7,0.0,0.0
31120,23.2,45.0,11.1,2.9,0.0,0.0
31121,22.5,46.0,8.5,3.3,0.0,0.0
31122,21.5,54.0,10.5,2.4,0.0,0.0
31123,20.9,58.0,6.0,2.2,0.0,0.0
31124,20.1,60.0,5.6,1.5,0.0,0.0
31125,19.7,63.0,4.8,0.7,0.0,0.0
31126,18.7,67.0,6.8,1.4,0.0,0.0
31127,17.7,79.0,4.8,0.8,0.0,0.0
31128,17.0,79.0,6.0,2.2,0.0,0.0
31129,15.3,100.0,6.0,1.2,2.0,0.0
31130,13.3,100.0,11.2,4.9,0.0,1.0
31131,11.6,100.0,12.3,4.6,0.2,1.0
31132,10.8,100.0,10.5,4.8,0.4,0.0
31133,10.6,100.0,10.5,3.8,0.0,0.0
31134,10.0,100.0,10.1,3.3,0.4,1.0
31135,8.8,100.0,10.7,4.5,0.4,0.0
31136,9.0,100.0,9.5,4.3,0.2,2.0
31137,8.9,100.0,8.9,4.1,0.6,2.0
31138,8.9,100.0,9.5,3.1,0.6,2.0
31139,8.4,100.0,10.7,4.4,0.2,1.0
31140,8.8,92.0,10.1,4.4,0.2,0.0
31141,8.9,85.0,10.8,4.4,0.0,0.0
31142,8.9,87.0,9.9,4.2,0.0,2.0
31143,8.8,88.0,9.3,4.7,0.0,0.0
31144,8.7,85.0,9.6,3.9,0.0,1.0
31145,8.6,82.0,9.0,3.8,0.0,0.0
31146,8.3,86.0,8.9,3.5,0.0,1.0
31147,8.2,88.0,9.0,4.1,0.0,1.0
31148,8.4,83.0,8.1,2.9,0.0,0.0
31149,8.5,87.0,8.7,2.9,0.0,0.0
31150,8.4,91.0,8.0,3.8,0.0,1.0
31151,8.5,87.0,8.2,3.8,0.0,0.0
31152,8.2,91.0,9.5,4.1,0.0,0.0
31153,8.4,98.0,9.0,4.4,0.0,0.0
31154,8.8,90.0,10.0,4.6,0.0,0.0
31155,8.9,100.0,9.5,4.4,0.0,0.0
31156,9.0,100.0,8.8,3.6,0.0,0.0
31157,9.5,100.0,9.6,4.4,0.0,0.0
31158,9.6,100.0,9.8,4.1,0.0,0.0
31159,9.7,100.0,8.7,4.2,0.0,0.0
31160,10.3,95.0,9.7,3.9,0.0,1.0
31161,10.9,90.0,9.4,3.4,0.0,0.0
31162,12.0,79.0,8.5,4.1,0.0,1.0
31163,12.2,79.0,9.3,4.3,0.2,1.0
31164,12.4,77.0,9.5,3.6,0.0,0.0
31165,12.4,76.0,8.2,3.0,0.0,0.0
31166,13.4,72.0,8.7,3.4,0.0,1.0
31167,11.8,87.0,9.9,4.3,0.0,0.0
31168,12.1,83.0,8.6,3.2,0.0,0.0
31169,11.7,80.0,7.7,3.2,0.0,1.0
31170,11.6,86.0,9.6,4.0,0.0,0.0
31171,11.3,91.0,8.2,3.2,0.0,0.0
31172,11.4,93.0,7.5,3.3,0.0,0.0
31173,11.5,94.0,7.8,2.9,0.0,0.0
31174,11.6,88.0,6.0,2.1,0.0,0.0
31175,11.5,92.0,5.6,2.3,0.0,0.0
31176,11.4,93.0,5.8,2.8,0.0,0.0
31177,11.5,93.0,5.8,2.1,0.0,0.0
31178,11.4,94.0,6.2,2.7,0.0,0.0
31179,10.6,100.0,6.2,1.7,0.0,1.0
31180,10.8,100.0,5.4,2.4,0.0,0.0
31181,11.2,100.0,5.0,2.4,0.0,0.0
31182,11.2,98.0,5.3,1.9,0.0,0.0
31183,11.4,92.0,5.7,1.8,0.0,0.0
31184,12.8,79.0,6.1,2.7,0.0,1.0
31185,14.3,69.0,7.0,2.7,0.0,3.0
31186,14.5,68.0,6.7,2.4,0.0,1.0
31187,14.2,77.0,6.1,2.7,0.0,0.0
31188,15.3,69.0,7.4,3.7,0.0,1.0
31189,14.5,80.0,7.4,4.0,0.0,0.0
31190,14.0,83.0,8.3,3.8,0.0,0.0
31191,15.1,78.0,9.2,4.1,0.0,0.0
31192,14.5,80.0,9.2,3.7,0.0,0.0
31193,13.5,86.0,8.6,3.6,0.0,0.0
31194,13.2,94.0,7.1,3.2,0.0,0.0
31195,13.0,96.0,6.1,2.2,0.0,0.0
31196,12.9,100.0,6.0,2.2,0.0,0.0
31197,12.9,99.0,5.6,2.3,0.0,0.0
31198,12.7,96.0,7.3,2.9,0.0,0.0
31199,12.7,99.0,6.4,2.4,0.0,0.0
31200,12.8,100.0,5.5,2.2,0.0,0.0
31201,12.7,100.0,5.8,2.7,0.0,0.0
31202,12.6,100.0,5.3,2.1,0.0,0.0
31203,12.7,100.0,4.7,1.6,0.0,0.0
31204,12.7,100.0,4.5,1.4,0.0,0.0
31205,12.7,98.0,4.3,2.2,0.0,1.0
31206,12.5,96.0,4.8,1.8,0.0,0.0
31207,12.7,89.0,5.3,2.5,0.0,0.0
31208,13.0,82.0,5.8,2.4,0.0,0.0
31209,14.8,69.0,7.3,2.9,0.0,2.0
31210,15.6,61.0,7.3,2.9,0.0,1.0
31211,16.3,58.0,5.9,2.3,0.0,0.0
31212,17.2,59.0,6.6,3.5,0.0,1.0
31213,17.2,61.0,7.1,3.2,0.0,0.0
31214,17.1,63.0,7.0,3.9,0.0,1.0
31215,16.7,69.0,7.6,4.1,0.0,0.0
31216,16.1,73.0,8.2,3.1,0.0,0.0
31217,14.9,84.0,9.1,3.4,0.0,1.0
31218,14.4,83.0,7.9,3.3,0.0,1.0
31219,13.9,90.0,7.3,2.7,0.0,1.0
31220,13.5,93.0,7.3,2.7,0.0,0.0
31221,13.4,90.0,6.9,2.7,0.0,1.0
31222,12.9,95.0,6.1,2.4,0.0,0.0
31223,13.1,94.0,5.5,1.7,0.0,0.0
31224,12.7,94.0,4.7,2.1,0.0,0.0
31225,12.9,95.0,4.3,1.4,0.0,0.0
31226,12.4,100.0,4.7,1.3,0.0,0.0
31227,12.9,100.0,4.2,2.0,0.0,0.0
31228,13.1,94.0,4.1,1.2,0.0,0.0
31229,13.2,96.0,4.0,1.8,0.0,0.0
31230,12.6,96.0,4.5,1.3,0.0,1.0
31231,12.7,94.0,3.4,1.1,0.0,1.0
31232,14.4,84.0,2.9,1.4,0.0,1.0
31233,15.4,77.0,5.0,1.9,0.0,0.0
31234,17.1,67.0,5.5,2.5,0.0,0.0
31235,18.4,62.0,5.5,2.4,0.0,0.0
31236,19.5,58.0,6.4,2.0,0.0,0.0
31237,19.8,59.0,5.1,2.5,0.0,2.0
31238,19.9,60.0,5.8,3.1,0.0,1.0
31239,18.9,68.0,7.3,3.4,0.0,0.0
31240,18.1,76.0,7.3,3.3,0.0,1.0
31241,16.5,83.0,7.5,3.0,0.0,0.0
31242,15.6,87.0,7.1,3.1,0.0,1.0
31243,15.5,86.0,6.3,2.4,0.0,3.0
31244,15.1,96.0,5.1,2.4,0.0,0.0
31245,15.0,91.0,5.6,2.0,0.0,0.0
31246,14.7,91.0,5.6,2.4,0.0,0.0
31247,14.5,87.0,5.6,2.0,0.0,0.0
31248,14.5,86.0,5.5,1.4,0.0,0.0
31249,14.1,89.0,4.0,1.4,0.0,0.0
31250,14.1,89.0,3.3,1.3,0.0,0.0
31251,14.0,91.0,3.5,1.6,0.0,0.0
31252,13.9,95.0,2.9,0.9,0.0,0.0
31253,13.9,100.0,3.4,1.1,0.0,2.0
31254,14.6,93.0,3.6,1.7,0.0,0.0
31255,14.9,92.0,4.0,1.7,0.0,1.0
31256,15.4,88.0,4.1,1.7,0.0,0.0
31257,15.9,85.0,4.9,1.8,0.0,0.0
31258,16.9,79.0,5.8,2.2,0.0,0.0
31259,19.0,67.0,5.8,2.1,0.0,1.0
31260,20.3,59.0,4.8,1.9,0.0,2.0
31261,21.5,56.0,4.6,1.7,0.0,0.0
31262,21.0,63.0,6.6,3.3,0.0,1.0
31263,20.8,70.0,5.9,3.0,0.0,2.0
31264,19.2,81.0,6.6,2.9,0.0,0.0
31265,17.1,92.0,7.3,4.0,0.0,1.0
31266,16.5,98.0,7.3,2.9,0.0,0.0
31267,16.3,100.0,6.3,2.1,0.0,0.0
31268,16.1,100.0,5.6,1.9,0.0,0.0
31269,16.1,97.0,4.8,1.9,0.0,0.0
31270,16.0,92.0,4.0,1.6,0.0,0.0
31271,15.8,96.0,4.2,1.7,0.0,0.0
31272,15.8,100.0,3.5,1.7,0.0,1.0
31273,15.8,100.0,4.3,1.4,0.0,0.0
31274,15.8,100.0,3.7,1.7,0.0,0.0
31275,15.9,100.0,3.7,1.5,0.0,0.0
31276,15.8,100.0,3.8,1.3,0.0,0.0
31277,15.9,98.0,4.0,1.6,0.0,0.0
31278,15.8,98.0,4.0,1.9,0.0,0.0
31279,15.9,94.0,3.6,1.3,0.0,3.0
31280,16.8,87.0,4.6,1.9,0.0,1.0
31281,17.6,83.0,4.6,2.1,0.0,0.0
31282,19.0,75.0,4.0,1.3,0.0,2.0
31283,20.2,65.0,4.3,1.6,0.0,0.0
31284,22.2,57.0,4.4,1.2,0.0,0.0
31285,22.8,57.0,4.3,2.1,0.0,0.0
31286,23.6,52.0,4.6,2.5,0.0,0.0
31287,22.2,71.0,6.8,3.5,0.0,1.0
31288,19.7,87.0,6.8,3.4,0.0,1.0
31289,17.7,100.0,7.7,3.3,0.0,0.0
31290,17.2,100.0,6.9,3.0,0.0,0.0
31291,16.9,99.0,5.7,2.2,0.0,0.0
31292,16.8,100.0,4.2,1.1,0.0,0.0
31293,16.7,100.0,2.9,1.3,0.0,0.0
31294,16.7,100.0,2.6,0.8,0.0,0.0
31295,16.5,100.0,2.5,0.8,0.0,1.0
31296,16.4,100.0,2.4,1.1,0.0,0.0
31297,16.1,100.0,3.9,1.9,0.0,0.0
31298,15.8,100.0,4.1,1.7,0.0,0.0
31299,15.4,100.0,3.3,2.0,0.0,0.0
31300,15.3,100.0,4.7,1.3,0.0,1.0
31301,15.3,100.0,2.8,0.4,0.0,3.0
31302,15.2,100.0,1.2,0.4,0.0,0.0
31303,15.3,100.0,1.4,0.7,0.0,2.0
31304,16.3,100.0,1.4,0.3,0.0,1.0
31305,18.0,92.0,1.1,0.5,0.0,0.0
31306,19.7,75.0,2.0,1.1,0.0,0.0
31307,20.8,69.0,2.5,1.4,0.0,1.0
31308,23.2,56.0,3.4,1.3,0.0,0.0
31309,24.8,40.0,3.9,2.1,0.0,0.0
31310,24.6,40.0,3.9,1.3,0.0,0.0
31311,25.9,32.0,3.8,1.9,0.0,2.0
31312,23.4,65.0,7.2,3.0,0.0,1.0
31313,20.7,77.0,6.0,2.1,0.0,0.0
31314,20.2,65.0,4.7,1.3,0.0,1.0
31315,18.9,76.0,2.6,1.2,0.0,0.0
31316,18.0,80.0,2.1,0.8,0.0,0.0
31317,17.4,80.0,1.4,0.6,0.0,0.0
31318,16.9,89.0,1.4,0.4,0.0,0.0
31319,16.2,91.0,1.1,0.7,0.0,0.0
31320,15.5,100.0,1.0,0.6,0.0,0.0
31321,16.2,89.0,1.3,0.9,0.0,0.0
31322,14.6,100.0,1.2,0.8,0.0,0.0
31323,14.8,100.0,1.2,0.5,0.0,0.0
31324,14.6,100.0,1.0,0.2,0.0,1.0
31325,14.4,100.0,1.2,0.2,0.0,1.0
31326,16.0,90.0,2.5,1.1,0.0,0.0
31327,16.4,86.0,4.0,1.2,0.0,0.0
31328,18.6,74.0,3.5,1.2,0.0,0.0
31329,21.4,60.0,5.0,1.2,0.0,0.0
31330,24.1,44.0,4.6,1.7,0.0,0.0
31331,25.7,36.0,5.7,2.8,0.0,0.0
31332,27.3,28.0,6.3,2.1,0.0,0.0
31333,28.8,22.0,6.8,2.8,0.0,0.0
31334,28.0,18.0,9.1,1.9,0.0,2.0
31335,27.6,20.0,6.0,1.7,0.0,1.0
31336,28.6,19.0,6.0,1.4,0.0,1.0
31337,27.2,22.0,3.9,0.9,0.0,0.0
31338,23.4,46.0,4.9,2.4,0.0,0.0
31339,21.6,55.0,4.8,1.8,0.0,0.0
31340,20.5,62.0,3.2,1.3,0.0,0.0
31341,19.0,68.0,2.9,0.7,0.0,0.0
31342,19.3,59.0,2.5,0.4,0.0,0.0
31343,17.4,84.0,1.7,1.3,0.0,0.0
31344,19.1,64.0,2.4,1.1,0.0,0.0
31345,19.3,57.0,2.8,0.8,0.0,0.0
31346,18.8,59.0,2.4,0.8,0.0,0.0
31347,17.5,66.0,2.2,0.8,0.0,0.0
31348,17.2,72.0,2.4,0.9,0.0,0.0
31349,16.0,84.0,2.9,1.3,0.0,0.0
31350,15.7,86.0,3.2,1.3,0.0,2.0
31351,16.7,77.0,2.1,1.1,0.0,0.0
31352,19.5,60.0,2.2,0.9,0.0,2.0
31353,21.6,54.0,3.1,1.4,0.0,0.0
31354,24.4,41.0,4.2,1.9,0.0,1.0
31355,27.5,27.0,4.0,1.2,0.0,0.0
31356,26.3,38.0,7.4,2.3,0.0,0.0
31357,18.7,85.0,11.0,5.6,0.0,2.0
31358,17.0,100.0,10.5,5.1,0.0,0.0
31359,16.5,100.0,11.5,4.9,0.0,1.0
31360,16.2,100.0,9.0,3.7,0.0,1.0
31361,15.9,100.0,8.6,3.8,0.0,3.0
31362,15.3,100.0,9.3,4.2,0.0,0.0
31363,15.2,100.0,8.5,3.5,0.2,0.0
31364,15.1,100.0,9.6,5.3,0.0,1.0
31365,14.4,100.0,9.6,3.9,0.2,0.0
31366,14.4,100.0,8.3,3.3,0.0,1.0
31367,14.5,100.0,6.9,2.8,0.0,0.0
31368,14.4,100.0,7.9,3.9,0.2,1.0
31369,14.3,100.0,8.6,3.3,0.0,1.0
31370,13.8,100.0,8.1,2.9,0.0,0.0
31371,13.4,100.0,8.0,3.3,0.0,0.0
31372,12.8,100.0,9.1,4.1,0.0,2.0
31373,11.9,100.0,10.3,4.0,0.4,4.0
31374,11.4,100.0,10.2,4.0,0.2,2.0
31375,10.8,100.0,10.6,4.5,0.0,2.0
31376,10.9,100.0,10.6,4.8,0.0,1.0
31377,11.3,98.0,12.3,5.4,0.0,1.0
31378,11.5,94.0,10.6,5.7,0.0,1.0
31379,12.0,88.0,11.6,4.8,0.0,5.0
31380,12.4,85.0,11.1,5.1,0.2,0.0
31381,11.4,86.0,11.1,5.2,0.0,0.0
31382,11.1,91.0,11.3,5.0,0.0,1.0
31383,11.4,85.0,10.4,5.0,0.0,1.0
31384,10.5,88.0,10.4,4.8,0.0,2.0
31385,9.9,95.0,9.7,4.3,0.0,0.0
31386,9.3,100.0,9.6,4.2,0.0,0.0
31387,9.6,100.0,8.3,2.9,0.2,1.0
31388,9.7,100.0,7.4,3.5,0.2,0.0
31389,10.1,100.0,6.5,2.6,0.0,0.0
31390,10.1,100.0,7.7,2.8,0.2,0.0
31391,10.1,100.0,9.2,4.5,0.4,0.0
31392,10.0,100.0,9.2,3.5,0.2,0.0
31393,10.2,100.0,8.4,3.5,0.0,0.0
31394,10.4,100.0,9.3,2.4,0.0,2.0
31395,9.6,100.0,11.5,3.3,0.0,1.0
31396,10.0,100.0,7.1,2.9,0.2,1.0
31397,10.1,100.0,6.6,2.9,0.0,1.0
31398,9.9,100.0,6.8,3.0,0.4,4.0
31399,9.9,100.0,8.4,3.4,0.2,1.0
31400,10.9,100.0,7.3,3.3,0.2,2.0
31401,10.6,100.0,7.6,3.6,0.0,1.0
31402,11.8,96.0,8.1,3.9,0.0,0.0
31403,11.6,97.0,8.1,3.2,0.0,0.0
31404,13.5,89.0,7.8,4.1,0.0,0.0
31405,13.1,85.0,9.3,3.2,0.0,0.0
31406,13.2,89.0,8.3,3.9,0.2,0.0
31407,13.5,86.0,8.5,4.3,0.2,2.0
31408,13.0,89.0,9.9,5.0,0.0,1.0
31409,12.3,95.0,9.9,4.0,0.0,1.0
31410,11.8,100.0,8.0,3.5,0.0,0.0
31411,11.6,100.0,7.7,3.6,0.0,0.0
31412,11.7,100.0,9.8,3.6,0.0,0.0
31413,11.7,100.0,9.0,3.1,0.0,0.0
31414,11.7,98.0,8.7,3.9,0.0,0.0
31415,11.7,93.0,8.2,3.4,0.0,0.0
31416,11.4,95.0,7.3,2.7,0.0,0.0
31417,11.5,91.0,7.6,2.9,0.0,0.0
31418,11.4,92.0,8.3,3.1,0.0,0.0
31419,10.7,99.0,7.8,1.6,0.0,0.0
31420,10.3,98.0,4.7,1.8,0.0,0.0
31421,9.8,100.0,4.2,1.4,0.0,1.0
31422,9.8,100.0,4.2,1.3,0.0,1.0
31423,10.7,95.0,3.6,1.6,0.0,1.0
31424,12.4,82.0,5.4,2.0,0.0,1.0
31425,13.9,74.0,7.0,2.6,0.0,1.0
31426,15.1,64.0,7.0,2.2,0.0,1.0
31427,17.0,54.0,6.8,2.6,0.0,1.0
31428,18.0,53.0,7.6,2.5,0.0,2.0
31429,17.2,61.0,7.5,3.8,0.0,3.0
31430,18.4,58.0,7.3,2.4,0.0,0.0
31431,16.9,68.0,7.6,3.6,0.0,1.0
31432,15.6,75.0,8.7,3.7,0.0,1.0
31433,14.3,83.0,8.2,4.0,0.0,0.0
31434,13.2,85.0,9.0,3.2,0.0,0.0
31435,12.7,90.0,7.9,2.3,0.0,0.0
31436,12.2,92.0,7.9,2.1,0.0,0.0
31437,11.7,98.0,4.3,1.5,0.0,0.0
31438,10.8,100.0,3.6,1.1,0.0,0.0
31439,10.4,100.0,2.1,0.5,0.0,0.0
31440,10.6,100.0,1.9,0.9,0.0,0.0
31441,10.6,100.0,2.7,1.0,0.0,0.0
31442,10.4,100.0,2.3,0.8,0.0,0.0
31443,9.9,100.0,1.8,0.7,0.0,0.0
31444,10.8,100.0,4.5,1.8,0.0,0.0
31445,10.8,99.0,5.4,1.6,0.0,0.0
31446,10.5,100.0,4.3,1.4,0.0,0.0
31447,11.4,91.0,5.5,2.0,0.2,2.0
31448,13.2,82.0,5.5,1.6,0.0,1.0
31449,15.6,65.0,5.9,1.7,0.0,0.0
31450,17.8,53.0,5.7,2.2,0.0,0.0
31451,19.4,44.0,5.7,2.2,0.0,0.0
31452,22.0,38.0,4.9,1.9,0.0,0.0
31453,23.0,30.0,4.9,2.0,0.0,1.0
31454,23.3,28.0,4.1,1.9,0.0,0.0
31455,24.4,26.0,4.3,1.6,0.0,2.0
31456,23.2,38.0,4.8,2.3,0.0,0.0
31457,21.3,50.0,5.8,2.2,0.0,0.0
31458,18.2,71.0,5.8,2.2,0.0,0.0
31459,16.9,81.0,4.9,2.2,0.0,0.0
31460,16.0,87.0,3.7,1.2,0.0,0.0
31461,14.5,100.0,2.3,0.7,0.0,0.0
31462,14.3,99.0,1.3,0.3,0.0,0.0
31463,13.8,100.0,0.9,0.3,0.0,0.0
31464,13.5,100.0,1.0,0.2,0.0,0.0
31465,14.7,78.0,2.1,0.8,0.0,1.0
31466,13.7,79.0,2.1,0.5,0.0,0.0
31467,14.0,73.0,2.5,1.3,0.0,0.0
31468,13.7,71.0,2.6,1.2,0.0,0.0
31469,12.8,77.0,3.3,1.2,0.0,1.0
31470,12.3,79.0,2.5,1.0,0.0,0.0
31471,13.5,73.0,2.6,1.3,0.0,2.0
31472,15.5,61.0,3.0,1.8,0.0,1.0
31473,18.7,46.0,4.3,2.1,0.0,4.0
31474,22.0,30.0,8.4,3.9,0.0,1.0
31475,24.3,27.0,9.0,3.9,0.0,2.0
31476,26.4,22.0,9.1,3.2,0.0,1.0
31477,27.9,22.0,8.3,3.2,0.0,1.0
31478,29.3,18.0,6.9,2.8,0.0,0.0
31479,29.6,18.0,6.9,1.7,0.0,1.0
31480,22.5,48.0,8.0,3.7,0.0,1.0
31481,20.5,49.0,7.9,4.1,0.0,0.0
31482,19.2,56.0,7.9,2.9,0.0,1.0
31483,17.8,69.0,5.8,1.2,0.0,0.0
31484,16.9,71.0,2.2,1.0,0.0,0.0
31485,17.6,63.0,3.0,1.0,0.0,0.0
31486,17.3,65.0,4.1,1.8,0.0,0.0
31487,16.4,72.0,4.1,2.6,0.0,0.0
31488,15.7,78.0,4.0,1.5,0.0,0.0
31489,15.3,83.0,2.9,1.2,0.0,0.0
31490,14.6,89.0,2.5,0.4,0.0,0.0
31491,14.1,100.0,1.4,0.3,0.0,0.0
31492,15.1,89.0,3.0,1.3,0.0,0.0
31493,14.5,94.0,3.8,1.8,0.0,0.0
31494,14.8,95.0,3.6,1.6,0.0,2.0
31495,14.8,100.0,4.8,1.5,0.0,2.0
31496,15.1,100.0,5.3,3.1,0.0,2.0
31497,15.9,95.0,6.9,2.5,0.0,1.0
31498,17.0,87.0,5.9,2.7,0.0,0.0
31499,18.6,77.0,5.9,2.6,0.0,1.0
31500,19.3,72.0,6.7,3.3,0.0,1.0
31501,18.5,82.0,8.1,3.8,0.0,0.0
31502,18.2,83.0,8.0,3.7,0.0,0.0
31503,16.0,92.0,9.3,5.3,0.0,0.0
31504,15.3,97.0,9.3,4.5,0.0,0.0
31505,14.4,94.0,10.1,4.8,0.0,2.0
31506,13.6,100.0,10.6,4.9,0.0,4.0
31507,13.1,100.0,10.6,4.3,0.0,1.0
31508,12.5,100.0,9.3,4.8,0.0,2.0
31509,12.2,100.0,10.2,3.1,1.6,0.0
31510,11.5,100.0,9.7,2.6,3.0,0.0
31511,11.4,100.0,6.4,3.6,2.8,1.0
31512,9.9,100.0,8.5,4.0,1.8,0.0
31513,10.3,100.0,8.1,3.2,2.4,0.0
31514,9.8,100.0,9.9,2.8,0.0,1.0
31515,9.9,100.0,7.4,2.6,0.0,1.0
31516,10.1,100.0,8.5,3.3,0.0,1.0
31517,10.0,100.0,8.3,2.7,0.0,0.0
31518,10.2,100.0,7.4,4.0,0.0,1.0
31519,10.4,100.0,8.3,3.2,0.0,0.0
31520,10.8,100.0,9.4,4.2,0.2,1.0
31521,11.2,99.0,8.9,4.3,0.0,0.0
31522,11.8,89.0,9.2,4.2,0.0,0.0
31523,11.4,100.0,8.8,3.5,0.2,0.0
31524,13.3,83.0,9.6,3.5,0.0,0.0
31525,13.9,80.0,8.0,3.0,0.0,0.0
31526,12.5,95.0,7.0,3.2,0.0,0.0
31527,12.2,100.0,8.3,3.7,0.0,0.0
31528,12.1,100.0,7.1,3.0,0.0,0.0
31529,11.7,100.0,6.9,3.3,0.6,0.0
31530,11.2,100.0,7.2,3.3,0.2,0.0
31531,11.3,100.0,8.0,2.7,0.0,0.0
31532,11.0,100.0,8.7,3.4,0.0,0.0
31533,11.3,100.0,8.5,2.9,0.0,0.0
31534,11.6,100.0,7.1,3.1,0.2,0.0
31535,11.9,100.0,7.2,3.0,0.0,0.0
31536,12.0,99.0,7.1,3.1,0.0,0.0
31537,12.0,100.0,7.1,2.3,0.0,0.0
31538,12.1,98.0,6.4,2.9,0.0,0.0
31539,12.0,99.0,6.3,2.8,0.0,0.0
31540,12.1,98.0,5.7,2.3,0.0,0.0
31541,12.1,99.0,5.7,2.1,0.0,2.0
31542,12.2,100.0,7.3,4.0,0.0,0.0
31543,12.4,100.0,8.5,2.3,0.0,1.0
31544,13.0,99.0,6.5,1.7,0.0,0.0
31545,14.4,87.0,7.0,2.1,0.0,0.0
31546,15.7,72.0,7.8,2.5,0.0,0.0
31547,14.8,87.0,7.8,2.8,0.0,0.0
31548,14.9,88.0,7.6,3.7,0.0,0.0
31549,13.5,100.0,7.6,3.5,0.0,0.0
31550,13.2,100.0,7.0,3.6,0.0,1.0
31551,13.1,100.0,7.5,3.4,0.0,1.0
31552,14.0,100.0,6.3,2.7,0.0,0.0
31553,13.2,100.0,7.9,2.7,0.0,2.0
31554,13.4,100.0,6.7,2.6,0.0,0.0
31555,13.4,100.0,5.9,2.8,0.0,0.0
31556,13.3,100.0,7.0,2.6,0.0,1.0
31557,13.0,100.0,6.0,2.3,0.2,0.0
31558,13.2,99.0,6.1,2.9,0.0,0.0
31559,13.2,100.0,5.8,2.6,0.0,0.0
31560,13.4,100.0,5.7,2.1,0.0,0.0
31561,13.7,100.0,6.9,3.2,0.0,0.0
31562,13.8,100.0,8.6,2.7,0.0,0.0
31563,13.8,100.0,6.6,2.9,0.0,0.0
31564,13.7,100.0,7.0,3.2,0.0,1.0
