Temp. Ins. (C),Umi. Ins. (%),Vel. Vento (m/s),Raj. Vento (m/s),Chuva (mm),num_ocorrencias
18.3,100.0,2.3,6.4,0.0,0.0
18.2,100.0,1.7,5.6,0.0,1.0
18.1,100.0,2.3,4.8,0.0,0.0
18.0,100.0,1.9,4.5,0.0,0.0
18.0,100.0,1.2,3.8,0.0,0.0
17.7,100.0,0.7,3.8,0.0,0.0
19.6,93.0,0.5,2.7,0.0,0.0
21.3,84.0,0.6,1.7,0.0,0.0
21.8,78.0,0.9,4.7,0.0,0.0
24.0,63.0,2.5,5.2,0.0,1.0
24.2,49.0,2.8,6.0,0.0,0.0
25.9,37.0,2.8,5.8,0.0,1.0
25.7,43.0,3.1,5.7,0.0,1.0
25.6,43.0,3.4,6.0,0.0,0.0
25.3,58.0,2.4,6.1,0.0,0.0
24.0,73.0,2.8,6.8,0.0,0.0
22.0,84.0,3.5,7.5,0.0,1.0
19.7,99.0,3.4,6.6,0.0,0.0
18.8,100.0,3.0,6.8,0.0,0.0
18.7,100.0,2.3,5.8,0.0,0.0
18.4,100.0,2.5,5.1,0.0,0.0
18.1,100.0,2.6,5.4,0.0,0.0
18.2,100.0,1.9,5.4,0.0,0.0
17.9,100.0,2.0,4.5,0.0,0.0
18.1,100.0,2.6,5.4,0.0,0.0
18.1,100.0,2.9,5.2,0.0,0.0
17.7,100.0,1.5,4.9,0.0,0.0
17.2,100.0,1.2,4.9,0.0,0.0
17.3,100.0,2.0,4.5,0.0,0.0
17.6,100.0,1.7,4.6,0.0,1.0
17.9,100.0,1.9,4.5,0.0,1.0
18.5,97.0,2.4,5.8,0.0,1.0
20.4,90.0,1.6,5.3,0.0,0.0
21.2,90.0,2.1,4.3,0.0,0.0
22.2,85.0,2.3,5.0,0.0,1.0
23.6,80.0,2.5,4.6,0.0,1.0
24.5,77.0,2.9,4.9,0.0,0.0
25.9,79.0,4.8,0.0,0.0,0.0
25.6,77.0,2.6,5.4,0.0,0.0
21.9,95.0,3.5,7.9,0.0,0.0
19.5,100.0,2.9,8.3,0.0,0.0
19.1,100.0,2.3,5.9,0.0,0.0
18.7,100.0,1.9,4.5,0.0,0.0
18.6,100.0,1.3,3.8,0.0,1.0
18.5,100.0,0.6,3.0,0.0,0.0
18.4,100.0,0.4,1.7,0.0,0.0
18.0,100.0,0.3,1.5,0.0,0.0
17.8,100.0,0.3,0.8,0.0,0.0
17.9,100.0,0.5,1.2,0.0,0.0
17.8,100.0,1.2,2.0,0.0,1.0
17.8,100.0,0.8,1.8,0.0,0.0
18.0,100.0,0.7,2.4,0.0,1.0
17.5,100.0,0.4,1.9,0.0,0.0
17.6,100.0,0.3,1.4,0.0,0.0
18.5,100.0,1.3,2.1,0.2,0.0
21.2,100.0,1.8,3.2,0.0,2.0
25.4,68.0,1.9,4.3,0.0,0.0
29.1,36.0,2.0,5.3,0.0,0.0
31.5,25.0,1.5,5.8,0.0,1.0
32.6,21.0,1.5,5.0,0.0,0.0
33.5,21.0,1.5,5.9,0.0,0.0
34.2,21.0,1.4,5.2,0.0,0.0
32.8,20.0,2.3,5.8,0.0,0.0
29.9,41.0,3.2,7.0,0.0,0.0
26.4,63.0,4.1,8.5,0.0,1.0
21.1,100.0,3.2,10.1,0.0,0.0
20.2,100.0,2.8,7.7,0.0,0.0
20.1,97.0,2.8,6.0,0.0,0.0
19.9,97.0,2.1,5.9,0.0,0.0
19.7,100.0,1.3,5.1,0.0,0.0
19.6,100.0,1.2,3.3,0.0,0.0
19.7,100.0,0.9,3.6,0.0,0.0
19.0,100.0,0.7,3.0,0.0,0.0
19.3,100.0,0.3,1.1,0.0,0.0
18.9,100.0,0.4,2.5,0.0,0.0
19.0,100.0,0.3,1.7,0.0,0.0
18.4,100.0,0.6,1.7,0.0,0.0
18.7,100.0,1.3,2.8,0.0,0.0
19.1,100.0,1.9,4.4,0.0,0.0
21.0,92.0,1.1,3.5,0.0,1.0
23.9,69.0,0.9,2.6,0.0,1.0
26.9,47.0,1.0,2.4,0.0,0.0
28.2,41.0,1.5,3.3,0.0,0.0
29.0,41.0,2.5,4.4,0.0,0.0
29.2,43.0,3.2,5.0,0.0,0.0
30.1,47.0,2.6,5.5,0.0,0.0
28.5,58.0,3.2,6.3,0.0,0.0
26.8,55.0,3.4,7.5,0.0,1.0
24.1,68.0,3.5,6.9,0.0,1.0
22.8,59.0,1.1,6.4,0.0,0.0
22.1,77.0,1.2,3.5,0.0,1.0
21.0,87.0,1.1,2.7,0.0,0.0
20.8,95.0,0.6,1.8,0.0,0.0
20.4,98.0,1.3,2.3,0.0,0.0
19.8,100.0,1.0,2.7,0.0,0.0
19.6,100.0,0.8,2.5,0.0,0.0
18.7,100.0,1.5,3.3,0.0,0.0
17.9,100.0,0.6,2.9,0.0,0.0
18.0,100.0,0.3,1.2,0.0,0.0
19.0,100.0,1.5,2.6,0.0,1.0
19.1,100.0,1.1,2.6,0.0,1.0
19.0,100.0,0.4,1.5,0.0,0.0
21.1,96.0,1.6,2.3,0.0,2.0
24.1,72.0,1.6,2.6,0.0,1.0
27.9,54.0,1.6,5.1,0.0,1.0
31.1,34.0,2.0,4.6,0.0,0.0
33.1,27.0,2.9,6.5,0.0,1.0
34.8,22.0,2.6,6.5,0.0,1.0
35.7,15.0,2.5,6.3,0.0,0.0
36.4,16.0,3.0,7.2,0.0,0.0
36.4,13.0,2.0,7.2,0.0,0.0
35.9,14.0,1.5,7.6,0.0,0.0
32.7,30.0,1.2,5.5,0.0,1.0
29.7,46.0,1.3,4.8,0.0,0.0
28.4,51.0,1.1,2.6,0.0,0.0
27.6,56.0,0.8,2.4,0.0,0.0
23.4,95.0,3.4,8.2,0.0,0.0
21.2,100.0,2.9,7.2,0.0,0.0
21.0,100.0,2.2,6.5,0.0,0.0
21.2,100.0,2.0,4.8,0.0,0.0
20.9,100.0,1.1,4.6,0.0,0.0
20.6,100.0,2.2,6.0,0.0,0.0
19.9,100.0,2.4,6.4,0.0,4.0
19.2,100.0,3.0,6.1,0.0,1.0
19.1,100.0,1.6,5.5,0.0,2.0
19.2,100.0,1.4,3.8,0.0,0.0
19.6,100.0,0.9,3.9,0.0,0.0
20.2,100.0,1.7,3.5,0.0,0.0
20.6,100.0,1.5,3.5,0.0,0.0
23.2,91.0,2.4,4.5,0.0,0.0
24.8,83.0,2.2,4.5,0.0,1.0
25.9,81.0,2.6,4.5,0.0,2.0
26.0,85.0,3.0,5.9,0.0,1.0
22.8,96.0,3.6,7.9,0.0,0.0
21.6,100.0,3.9,9.7,0.0,0.0
20.5,99.0,3.5,8.0,0.0,1.0
20.2,100.0,3.3,8.3,0.0,0.0
19.3,100.0,2.9,6.5,0.0,0.0
19.0,100.0,3.2,7.7,0.0,0.0
19.2,100.0,3.0,7.5,0.0,0.0
19.1,100.0,2.1,6.9,0.0,0.0
19.0,100.0,2.4,4.6,0.0,0.0
19.1,100.0,1.9,5.6,0.0,0.0
19.2,100.0,2.8,5.6,0.0,0.0
19.5,100.0,1.9,6.0,0.0,0.0
19.9,100.0,1.6,4.6,0.0,0.0
20.1,100.0,0.9,5.5,0.0,0.0
20.3,100.0,1.1,4.3,0.0,0.0
20.4,100.0,1.7,3.9,0.0,2.0
20.4,100.0,1.4,4.2,0.0,1.0
21.3,97.0,1.8,4.3,0.0,1.0
22.7,92.0,1.1,4.6,0.0,0.0
23.6,87.0,1.7,4.4,0.0,0.0
26.0,75.0,1.6,5.0,0.0,0.0
27.6,69.0,1.0,4.0,0.0,1.0
28.1,68.0,1.8,4.5,0.0,0.0
28.4,74.0,2.3,4.3,0.0,0.0
29.2,72.0,2.4,4.7,0.0,0.0
27.1,81.0,2.6,4.9,0.0,1.0
27.4,81.0,1.9,4.9,0.0,1.0
27.8,80.0,1.0,3.4,0.0,0.0
27.1,83.0,0.8,1.8,0.0,0.0
25.7,94.0,0.8,1.9,0.0,0.0
25.4,97.0,0.7,2.1,0.0,0.0
25.2,97.0,0.4,1.8,0.0,0.0
25.5,97.0,0.6,1.7,0.0,0.0
26.0,93.0,1.0,1.7,0.0,0.0
26.0,89.0,0.8,1.8,0.0,0.0
25.1,91.0,0.7,2.8,0.0,0.0
24.5,84.0,0.7,2.8,0.0,0.0
24.6,80.0,0.6,2.4,0.0,0.0
24.7,79.0,1.0,2.1,0.0,0.0
24.9,76.0,0.7,2.8,0.0,0.0
24.4,82.0,0.8,2.2,0.0,0.0
25.7,74.0,2.0,4.6,0.0,0.0
26.9,69.0,3.5,8.7,0.0,0.0
28.3,60.0,4.1,9.3,0.0,0.0
29.5,53.0,3.6,11.9,0.0,1.0
31.6,42.0,4.3,11.9,0.0,1.0
33.9,36.0,3.1,10.5,0.0,6.0
26.6,77.0,2.9,8.9,0.0,0.0
22.2,100.0,4.1,11.7,2.8,0.0
22.9,91.0,4.2,8.3,0.0,0.0
21.4,100.0,0.7,8.3,2.0,0.0
22.7,100.0,1.2,3.1,0.2,3.0
21.7,100.0,3.4,7.9,0.0,0.0
20.7,100.0,2.9,9.2,0.0,2.0
19.6,100.0,3.3,7.5,0.0,1.0
19.1,100.0,3.1,7.6,0.0,0.0
18.0,100.0,3.2,9.2,0.0,5.0
17.3,100.0,2.9,7.9,0.0,8.0
16.3,100.0,3.4,8.5,0.0,0.0
15.7,100.0,2.9,8.1,0.0,0.0
14.7,100.0,3.2,8.2,0.0,0.0
14.1,100.0,3.1,7.7,0.0,1.0
13.0,100.0,3.2,11.1,0.0,0.0
12.9,100.0,3.0,7.5,0.0,0.0
13.3,100.0,2.2,7.5,0.0,0.0
13.8,100.0,2.2,6.1,0.0,1.0
14.1,100.0,3.6,8.8,0.0,1.0
14.3,100.0,4.0,7.8,0.2,2.0
14.6,100.0,3.3,9.0,0.0,1.0
14.7,87.0,3.6,8.6,0.0,2.0
15.2,81.0,3.6,8.8,0.0,2.0
14.2,90.0,3.6,8.9,0.0,0.0
14.7,84.0,3.6,9.2,0.0,0.0
14.3,90.0,3.3,7.5,0.0,0.0
14.5,88.0,3.3,8.5,0.0,0.0
14.6,88.0,3.9,8.7,0.0,0.0
14.7,84.0,3.8,8.5,0.0,0.0
14.6,87.0,4.6,8.9,0.0,0.0
14.4,88.0,3.5,9.0,0.0,1.0
14.5,90.0,3.3,8.5,0.0,0.0
14.4,92.0,3.7,7.6,0.0,3.0
14.3,91.0,3.4,8.3,0.0,0.0
14.5,90.0,3.3,8.2,0.0,1.0
14.6,88.0,2.2,6.2,0.0,2.0
14.8,88.0,2.2,4.9,0.0,0.0
14.7,89.0,2.3,5.9,0.0,0.0
15.4,86.0,2.4,5.8,0.0,0.0
16.1,84.0,2.7,5.4,0.0,2.0
17.2,79.0,2.3,5.4,0.0,0.0
17.9,76.0,2.2,5.4,0.0,1.0
17.6,82.0,3.2,6.0,0.0,0.0
17.4,83.0,2.9,6.8,0.0,0.0
16.9,87.0,3.3,6.8,0.0,0.0
18.0,84.0,3.1,6.9,0.0,0.0
17.6,85.0,3.3,6.9,0.0,0.0
16.4,93.0,2.6,6.4,0.0,0.0
16.4,92.0,2.9,6.8,0.0,1.0
16.0,93.0,3.3,6.7,0.0,0.0
16.0,95.0,3.0,6.8,0.0,0.0
16.0,94.0,3.2,7.3,0.0,0.0
16.2,94.0,3.1,6.6,0.0,0.0
16.3,92.0,1.5,5.7,0.0,0.0
16.5,93.0,1.9,4.6,0.0,0.0
16.5,92.0,1.6,4.3,0.0,0.0
16.6,91.0,1.3,3.4,0.0,0.0
16.7,91.0,1.5,3.7,0.0,0.0
17.0,91.0,1.3,3.4,0.0,0.0
17.0,91.0,1.3,3.7,0.0,0.0
17.2,87.0,2.0,5.1,0.0,2.0
17.2,87.0,1.7,4.7,0.0,1.0
17.3,87.0,1.4,4.4,0.0,0.0
18.0,85.0,1.4,4.5,0.0,0.0
18.9,81.0,1.5,5.1,0.0,1.0
21.3,74.0,1.8,4.5,0.0,0.0
21.7,72.0,2.1,4.2,0.0,2.0
23.3,70.0,2.1,4.4,0.0,0.0
24.6,65.0,1.5,4.1,0.0,1.0
25.6,64.0,2.0,4.1,0.0,0.0
21.3,82.0,5.0,11.5,0.0,0.0
18.8,95.0,3.7,11.5,0.0,0.0
18.0,96.0,3.8,7.7,0.0,1.0
17.9,96.0,2.7,8.1,0.0,0.0
17.8,96.0,0.7,6.1,0.0,0.0
18.0,95.0,0.6,2.5,0.0,1.0
18.4,93.0,0.9,2.0,0.0,0.0
18.5,94.0,1.0,2.1,0.0,0.0
19.1,93.0,0.9,2.4,0.0,0.0
18.7,95.0,0.9,3.4,0.0,0.0
18.9,96.0,0.8,4.2,0.0,0.0
18.8,96.0,0.9,2.5,0.0,0.0
18.6,96.0,1.5,5.2,0.0,0.0
18.9,96.0,1.9,5.0,0.0,0.0
19.0,96.0,1.1,4.0,0.0,0.0
19.0,96.0,1.1,3.1,0.0,0.0
19.3,95.0,1.3,3.5,0.0,1.0
19.8,95.0,0.8,3.5,0.0,0.0
20.4,91.0,1.1,2.9,0.0,0.0
19.8,95.0,0.7,3.8,15.6,0.0
20.1,93.0,0.5,2.7,0.6,1.0
19.9,95.0,0.5,3.5,5.8,0.0
21.5,88.0,1.0,2.6,0.4,0.0
22.0,83.0,1.2,3.4,0.0,0.0
20.2,92.0,3.4,7.8,0.0,0.0
18.3,92.0,3.4,7.9,0.0,0.0
17.4,90.0,3.3,8.2,0.0,0.0
17.2,91.0,2.6,7.1,0.0,0.0
17.0,91.0,1.8,6.7,0.0,0.0
16.8,91.0,2.4,5.0,0.0,0.0
16.8,91.0,2.4,5.1,0.0,0.0
16.7,93.0,1.5,4.6,0.0,1.0
16.6,93.0,1.9,4.1,0.0,0.0
16.5,94.0,1.5,5.0,0.0,0.0
16.6,93.0,1.0,4.2,0.0,0.0
16.5,93.0,1.1,2.8,0.0,0.0
16.4,93.0,1.3,2.8,0.0,0.0
16.4,93.0,1.0,2.7,0.0,0.0
16.3,94.0,1.3,2.7,0.0,0.0
16.1,93.0,1.7,4.0,0.0,0.0
16.6,91.0,1.2,4.0,0.0,1.0
16.8,91.0,1.2,3.4,0.0,1.0
16.5,93.0,1.9,3.9,0.0,2.0
17.2,90.0,1.1,4.2,0.0,0.0
17.4,89.0,1.4,3.4,0.0,2.0
18.5,85.0,1.6,3.4,0.0,0.0
18.7,85.0,2.0,3.6,0.0,0.0
18.6,87.0,2.0,3.6,0.0,0.0
17.9,92.0,1.7,4.0,0.0,0.0
16.6,93.0,3.0,5.9,0.0,1.0
15.9,93.0,3.2,6.8,0.0,0.0
15.5,94.0,2.3,6.8,0.0,0.0
15.3,96.0,2.4,5.5,0.0,0.0
15.3,96.0,2.2,6.5,0.0,0.0
15.4,95.0,2.8,7.2,0.0,0.0
15.4,94.0,1.9,6.5,0.0,0.0
15.3,96.0,1.9,4.4,0.0,0.0
15.5,95.0,1.3,3.4,0.0,0.0
15.5,95.0,1.3,3.9,0.0,0.0
15.5,96.0,1.1,3.1,0.0,0.0
15.5,96.0,0.6,3.2,0.0,0.0
15.9,96.0,0.7,3.3,0.0,1.0
15.5,96.0,2.3,4.4,0.0,0.0
15.4,96.0,1.4,4.7,0.0,0.0
15.8,96.0,0.8,2.8,0.0,0.0
16.6,95.0,1.3,2.9,0.0,0.0
16.6,92.0,1.3,3.4,0.0,0.0
17.5,91.0,1.2,2.9,0.0,1.0
20.6,80.0,1.1,2.7,0.0,0.0
21.5,78.0,0.9,4.6,0.0,0.0
24.0,69.0,1.1,3.8,0.0,1.0
28.0,61.0,1.8,5.6,0.0,0.0
29.1,56.0,2.3,5.6,0.0,1.0
23.3,76.0,2.4,7.0,0.0,1.0
18.1,94.0,3.0,6.8,0.0,1.0
17.3,97.0,3.1,7.1,0.0,0.0
16.8,97.0,2.4,6.2,0.0,0.0
16.8,97.0,2.1,4.9,0.0,0.0
16.8,97.0,1.6,4.6,0.0,0.0
17.0,97.0,1.1,3.6,0.0,0.0
17.1,97.0,1.0,2.4,0.0,0.0
17.1,97.0,0.9,2.5,0.0,0.0
17.2,97.0,0.6,2.0,0.0,0.0
17.9,97.0,0.5,1.5,0.0,0.0
18.9,97.0,1.0,3.3,0.0,0.0
19.1,97.0,1.1,3.5,0.0,0.0
19.0,97.0,1.4,3.7,0.0,1.0
19.1,97.0,0.9,3.4,0.0,0.0
19.1,97.0,1.0,4.1,0.0,0.0
21.0,95.0,1.1,4.0,0.0,0.0
23.9,81.0,1.4,4.9,0.0,0.0
25.9,72.0,1.6,4.7,0.0,0.0
27.3,66.0,2.9,8.3,0.0,1.0
27.7,66.0,3.3,9.7,0.0,0.0
29.6,56.0,4.6,10.9,0.0,0.0
29.1,57.0,3.3,9.8,0.0,0.0
19.8,92.0,3.3,7.9,0.0,0.0
18.3,93.0,3.7,8.0,0.0,0.0
18.8,94.0,1.1,7.7,9.4,0.0
19.3,94.0,2.2,6.1,0.8,0.0
19.6,94.0,1.5,7.5,0.0,0.0
19.3,91.0,1.6,4.6,0.0,1.0
19.5,88.0,1.0,4.6,0.0,0.0
19.8,88.0,0.6,2.6,0.0,0.0
19.3,91.0,2.7,10.3,0.0,1.0
19.0,94.0,1.9,6.0,0.0,0.0
18.8,95.0,0.8,5.6,0.0,3.0
18.7,96.0,3.2,7.5,0.0,0.0
18.6,96.0,1.2,8.6,6.6,2.0
18.6,97.0,0.7,5.1,0.0,1.0
18.9,97.0,1.5,4.5,0.0,2.0
18.9,97.0,0.9,4.5,0.4,4.0
19.6,97.0,0.8,3.5,0.2,2.0
21.4,91.0,1.0,3.8,0.0,0.0
23.7,76.0,1.7,4.0,0.0,0.0
25.5,77.0,2.2,4.9,0.0,1.0
27.2,68.0,2.2,5.6,0.0,1.0
28.2,66.0,3.0,6.4,0.0,1.0
29.7,59.0,4.1,9.1,0.0,1.0
21.1,93.0,3.0,9.0,0.0,1.0
19.1,92.0,4.0,8.9,0.0,0.0
17.9,92.0,4.2,10.0,0.0,0.0
17.6,94.0,2.2,8.3,3.0,0.0
17.5,92.0,2.9,7.5,0.0,0.0
17.3,95.0,2.1,5.4,0.0,0.0
17.4,94.0,1.4,4.0,0.0,0.0
17.2,95.0,2.2,4.7,0.0,0.0
17.1,95.0,1.9,4.5,0.0,0.0
17.2,95.0,1.3,3.9,0.0,0.0
17.2,96.0,0.9,2.8,0.0,0.0
17.3,95.0,1.1,2.7,0.0,0.0
17.3,95.0,1.4,2.5,0.0,0.0
17.5,94.0,1.0,2.5,0.0,0.0
17.7,94.0,0.9,1.9,0.0,0.0
17.8,94.0,1.2,2.9,0.0,0.0
18.1,95.0,1.8,4.2,0.0,1.0
19.1,94.0,1.1,3.9,0.0,0.0
21.3,85.0,1.2,3.0,0.0,2.0
24.0,77.0,1.9,4.4,0.0,1.0
27.0,68.0,1.1,4.4,0.0,0.0
29.2,62.0,2.6,5.9,0.0,0.0
31.1,57.0,3.3,6.9,0.2,0.0
32.0,56.0,2.7,6.9,0.0,0.0
32.6,52.0,2.9,7.4,0.0,1.0
32.1,50.0,2.9,9.2,0.0,1.0
31.9,51.0,2.2,6.7,0.0,1.0
30.1,54.0,2.2,6.1,0.0,0.0
28.4,62.0,0.8,5.1,0.0,0.0
27.3,67.0,0.2,2.3,0.0,0.0
25.9,73.0,0.7,0.9,0.0,0.0
24.8,82.0,0.5,1.2,0.0,0.0
26.2,72.0,1.1,2.9,0.0,0.0
25.7,76.0,0.9,2.9,0.0,0.0
24.6,84.0,1.2,2.0,0.0,0.0
24.1,83.0,0.8,2.7,0.0,0.0
24.2,83.0,1.7,4.9,0.0,0.0
24.0,84.0,1.2,4.9,0.0,0.0
23.6,85.0,1.3,3.2,0.0,1.0
23.5,85.0,1.0,4.1,0.0,0.0
23.6,85.0,1.7,4.7,0.0,0.0
25.5,78.0,1.9,4.5,0.0,5.0
27.3,67.0,3.9,9.1,0.0,4.0
28.3,62.0,4.5,10.0,0.0,1.0
30.0,56.0,4.9,10.9,0.0,0.0
31.4,53.0,5.2,12.7,0.0,3.0
30.6,55.0,5.4,12.8,0.0,0.0
31.5,55.0,4.1,12.4,0.0,1.0
28.6,67.0,3.3,10.9,0.0,4.0
26.0,75.0,0.8,8.8,0.0,1.0
20.0,95.0,2.3,7.9,8.0,1.0
19.6,93.0,3.0,10.8,3.4,1.0
18.5,94.0,4.3,9.8,3.4,1.0
18.1,95.0,2.7,9.1,0.0,0.0
18.2,96.0,2.8,6.4,0.0,1.0
18.5,95.0,2.3,6.9,0.0,0.0
18.6,94.0,1.8,5.4,0.0,0.0
18.8,95.0,1.7,3.5,0.0,0.0
18.8,96.0,1.5,4.4,0.0,1.0
18.9,96.0,1.1,2.9,0.0,0.0
19.1,96.0,1.7,3.8,0.0,1.0
19.7,95.0,1.0,5.1,0.0,0.0
19.8,96.0,1.6,3.3,0.0,2.0
19.6,96.0,0.5,3.6,0.0,1.0
19.8,95.0,1.5,3.7,0.2,0.0
20.0,95.0,0.9,3.9,0.2,1.0
20.4,92.0,1.6,6.7,0.4,0.0
21.0,92.0,0.9,4.0,0.0,0.0
21.6,91.0,1.1,2.6,0.6,0.0
21.3,92.0,1.2,2.6,0.0,1.0
21.7,91.0,1.1,2.5,0.0,0.0
23.2,82.0,1.6,4.2,0.0,1.0
24.3,81.0,1.6,4.2,0.0,1.0
26.0,73.0,1.4,4.0,0.0,1.0
25.3,75.0,0.4,4.6,0.0,0.0
23.7,85.0,2.2,4.7,0.0,1.0
20.0,95.0,3.2,6.3,0.0,3.0
19.4,97.0,2.6,5.9,0.0,0.0
19.4,97.0,0.6,5.9,0.0,0.0
19.9,97.0,3.2,7.2,0.0,0.0
19.8,97.0,0.6,7.2,0.0,0.0
20.1,97.0,2.0,5.3,0.0,0.0
20.2,97.0,1.2,5.3,0.0,0.0
20.2,97.0,2.2,4.8,0.0,0.0
20.2,96.0,2.2,4.1,0.0,0.0
20.1,96.0,3.0,6.0,0.0,1.0
19.9,96.0,2.4,6.0,0.0,0.0
19.9,95.0,2.3,7.1,0.0,3.0
19.8,93.0,2.4,6.5,0.0,2.0
19.9,93.0,1.3,6.4,0.0,0.0
20.8,86.0,1.5,5.3,0.0,1.0
21.7,76.0,1.5,4.2,0.0,0.0
22.4,73.0,1.9,4.8,0.0,1.0
24.1,68.0,2.5,5.9,0.0,1.0
21.1,81.0,2.7,6.2,0.0,2.0
21.5,82.0,2.8,5.8,0.0,0.0
19.6,88.0,2.8,6.1,0.0,0.0
18.7,89.0,3.0,7.1,0.0,0.0
18.9,88.0,2.0,6.5,0.0,1.0
18.1,92.0,3.2,6.8,0.0,0.0
18.1,92.0,2.5,6.0,0.0,0.0
17.1,92.0,3.9,8.0,0.0,0.0
17.1,92.0,3.1,7.4,0.0,1.0
17.1,94.0,3.0,6.7,0.0,0.0
17.1,95.0,2.2,5.7,0.0,0.0
16.9,94.0,1.5,4.6,0.0,0.0
16.8,94.0,1.9,5.2,0.0,0.0
16.8,95.0,1.9,4.9,0.0,1.0
16.7,94.0,2.4,5.0,0.0,0.0
16.5,94.0,2.2,5.2,0.0,0.0
16.4,96.0,2.2,5.2,0.0,0.0
16.3,96.0,2.3,5.0,0.0,1.0
16.3,94.0,2.3,5.0,0.0,1.0
16.5,95.0,2.3,5.7,0.2,1.0
17.1,93.0,2.6,5.2,0.2,0.0
18.0,90.0,2.5,5.9,0.0,1.0
19.1,87.0,2.4,6.0,0.0,0.0
19.4,83.0,3.6,8.2,0.0,1.0
20.6,79.0,3.3,6.8,0.0,0.0
20.1,82.0,3.5,7.9,0.0,1.0
20.1,80.0,3.4,8.1,0.0,0.0
17.5,92.0,4.1,9.1,0.0,0.0
17.5,89.0,4.0,7.3,0.0,0.0
17.3,91.0,2.8,7.4,0.0,0.0
16.5,93.0,4.2,7.4,0.0,0.0
16.4,95.0,3.1,7.5,0.0,1.0
16.3,96.0,2.2,7.3,0.0,1.0
16.6,96.0,2.8,8.0,0.0,0.0
16.7,95.0,2.4,5.9,0.0,0.0
16.7,95.0,1.9,5.1,0.0,0.0
17.0,94.0,2.2,5.5,0.0,0.0
17.2,93.0,1.6,4.4,0.0,0.0
17.3,92.0,1.3,3.9,0.0,0.0
17.2,93.0,0.9,3.4,0.0,0.0
18.1,88.0,2.0,5.3,0.0,0.0
18.3,87.0,1.0,5.8,0.0,1.0
18.3,88.0,1.6,5.7,0.0,0.0
18.7,87.0,1.7,5.4,0.0,0.0
20.1,83.0,1.8,5.7,0.0,3.0
23.1,70.0,1.5,5.6,0.0,0.0
25.7,64.0,1.7,4.8,0.0,0.0
28.1,56.0,1.5,6.3,0.0,0.0
30.2,50.0,3.3,7.3,0.0,0.0
31.8,41.0,4.5,10.1,0.0,0.0
32.7,40.0,3.7,10.1,0.0,0.0
32.8,39.0,3.8,8.9,0.0,3.0
32.1,43.0,3.7,10.0,0.0,0.0
30.7,45.0,2.8,9.4,0.0,3.0
28.6,53.0,1.2,6.3,0.0,0.0
25.6,60.0,0.4,2.8,0.0,1.0
23.0,81.0,1.5,3.3,0.0,5.0
22.5,84.0,1.0,2.8,0.0,0.0
22.0,85.0,0.3,2.0,0.0,0.0
21.7,88.0,0.5,1.7,0.0,0.0
21.5,90.0,0.6,1.8,0.0,0.0
21.3,92.0,0.7,1.4,0.0,0.0
20.9,92.0,1.2,1.6,0.0,0.0
20.1,94.0,0.4,1.8,0.0,0.0
20.2,92.0,1.7,3.6,0.0,0.0
19.1,97.0,1.3,5.3,0.0,0.0
19.2,97.0,0.7,4.3,0.2,0.0
19.2,97.0,0.9,2.7,0.0,0.0
19.7,97.0,1.0,1.9,0.0,1.0
21.0,94.0,1.6,3.7,0.0,3.0
20.4,92.0,1.3,7.1,0.0,0.0
22.9,84.0,0.7,2.9,0.2,5.0
22.9,89.0,0.7,5.8,2.2,0.0
25.3,81.0,1.1,2.6,0.0,1.0
20.4,92.0,5.1,11.5,0.2,0.0
19.8,96.0,1.3,11.5,16.6,2.0
19.8,95.0,0.9,5.7,0.2,1.0
19.7,95.0,2.2,5.7,0.2,1.0
19.4,96.0,1.6,5.3,0.2,0.0
19.2,96.0,0.9,4.4,1.0,0.0
19.2,96.0,2.0,7.0,0.0,0.0
18.0,93.0,4.3,9.3,0.0,0.0
17.3,93.0,1.8,9.3,0.2,0.0
17.5,93.0,1.8,5.5,0.0,0.0
17.6,92.0,1.9,5.3,0.0,0.0
17.2,94.0,1.2,7.1,0.0,0.0
16.9,94.0,2.0,5.9,0.0,0.0
16.6,96.0,2.6,7.3,0.0,0.0
16.3,95.0,2.6,6.0,0.0,1.0
16.0,95.0,2.4,6.9,0.0,1.0
16.0,94.0,3.1,6.5,0.0,3.0
16.1,93.0,2.3,7.0,0.0,3.0
16.3,95.0,2.4,6.3,0.0,0.0
17.0,92.0,2.0,5.8,0.0,0.0
17.2,90.0,3.0,6.2,0.0,0.0
16.8,92.0,3.1,6.5,0.0,0.0
16.8,94.0,2.0,6.5,0.2,2.0
17.3,91.0,2.9,6.1,0.0,0.0
15.9,94.0,2.5,8.1,0.0,0.0
15.7,92.0,4.2,8.1,0.0,0.0
15.2,91.0,3.9,8.1,0.0,0.0
14.5,95.0,2.1,7.7,0.2,0.0
13.7,95.0,3.3,7.4,0.2,0.0
13.9,94.0,3.3,6.5,0.0,0.0
14.0,92.0,3.2,7.8,0.0,0.0
13.7,94.0,3.1,7.8,0.0,0.0
13.8,94.0,3.3,7.3,0.0,0.0
13.9,95.0,2.2,6.9,0.0,0.0
13.9,94.0,3.0,7.1,0.0,0.0
14.2,95.0,2.3,6.6,0.0,0.0
14.1,95.0,2.7,7.0,0.0,1.0
14.1,96.0,2.2,7.0,0.0,1.0
14.1,95.0,2.5,5.4,0.0,0.0
14.1,95.0,2.9,6.2,0.0,0.0
14.2,95.0,2.9,6.2,0.0,6.0
14.0,95.0,3.2,7.5,0.2,1.0
